comment,label_id
"nhiều cty ở trong dồng nai không nhận người ở tỉnh nghệ an hà tĩnh thanh hóa,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"nghệ an vốn là nơi đất hc, h chặn luôn ước mơ của hs du hc:(,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"xưa thời cty nó không dám nhận nghệ an thanh hoá lun , miền nam,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"luôn tự hào về người quảng bình 🥰,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"ê nha ê nha ê nha🥺,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"doraemon nói lắm,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"luôn tự hào là ng hà tĩnh,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"tôi nghệ an 😄😎😭😭,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"tại sao vậy,nghệ an là nơi bác hồ sinh ra mà,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"ng tỉnh khác đc như na chx nà,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"ô ô tui hà tĩnh,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"cho t hỏi xem có bạn nào nhà ko được khá giả đi du học mà không làm ngoài ko….,đừng chửi người nghệ an, hã tĩnh, quảng bình khi xem video này",0.0
"thanh hóa thì ai muốn sát nhập 😌,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"huế tỉnh mà.lên tp bjo vậy,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"không nhập thằng hà tĩnh một nữa nghệ an một nữa quảng bình cho nó có sân bay,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"toàn mấy nơi ko ai muốn gộp vào 😂,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"th,na,ht...nghe là sợ rồi 😁😁😁,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"t thích nhập lại thành nghệ tĩnh như khi tê, tự nhiên chia cách ae choa mci nạ,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"thành phố huế tình yêu của tôi!,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"tôi nghệ an muốn nhập với hà tĩnh để a e về một nhà,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"thắc mắc sao hà tịnh là 1 tỉnh nhỉ sao ko sát nhập,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"tự hào quê hương huế ❤️❤️,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"lý do mấy tỉnh đó ko sáp nhập,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"thật ạ người hà tĩnh chào nhau cái 😁,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"thành phố hồ chi minh có trước nha em..tự hào ..nghe buồn cười,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"hà tĩnh sao k dc nhập nhỉ,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"đất nước thanh hoá.. tiểu vương quốc thanh hoá.. mãi đỉnh.. 🥰,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"quảng trị cháo cá , quảng bình khoai gieo , tất cả về 1 nhà nhé,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"huế toàn di sản văn hóa thế giới kèm ẩm thực từ thời vua chúa,người dân thì hiền lành hiểu khách…combo tp du lịch tuyệt vời vậy mà nhiều đứa còn chê..t cũng chịu,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"ha tĩnh nghệ an sáp nhập phải mà,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"hà tĩnh ko nhập thấy sai sai,thanh hóa, nghê an, hà tĩnh, huế dự kiến sẽ ko sáp nhập",0.0
"khôn lỏi chứ không phải không ngoan.,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"nghệ an ối dồi ôi,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"còn người thái bình chúng tôi . lại có tất cả nhưng thứ trên .,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"người hà nội có hết những điều trên,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"khôn ngoan, chăm chỉ, chịu khó gì cũng dc…. nhưng đừng lừa đồng bào, đừng hại người khác là tốt 😳,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"😳thanh hoá không lỏi thôi,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"tri ân người em rau má , cho vay lãi 36%,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"chúng ta đều là người việt nam máu đỏ da hồng không nên phân biệt vùng miền 🥰 ở đâu cũng có người này người nọ cả thôi 🥰,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"nhưng bị cấm ở nc ngoài=]],bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"hàm nghi - nguyễn cơ thạch b nhỉ,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"chúng tớ từ miền đất khó khăn đi lên, chúng tớ hiểu rõ những gì chúng tớ phải đối mặt, nên chúng tớ luôn cố gắng hết mình để có thể no đủ, già đình đỡ vất vả hơn. tớ tới từ hà tĩnh. tớ luôn yêu quê hương và chưa từng muốn thay đổi nơi tớ sinh ra và lớn lên. có nhiều bạn bảo rằng dân tụi tớ thế này thế kia, nhưng tớ rất rất tự hào và luôn luôn bảo vệ đồng hương của tụi tớ,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"tại sao,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"bạn hiểu gì?,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"ước lấy 10 vk th 🥺,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"ktx đn3 hoặc đn4 mỹ đình đúng k pro,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"mình người hn mình quen 2 c th lấy chồng hn, thấy chịu thương chịu khó lắm, cũng vất vả nhưng khấm khá đấy,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"viet nam co het,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"thanh nghệ tĩnh,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"thua hết phú thọ hưng yên vĩnh phúc,bằng lòng với gì mình đang có chấp nhận những thứ trời không cho",0.0
"tất cả là thằng vũ 21,nước việt nam là một",0.0
"parkycho là gì?🤣,nước việt nam là một",0.0
"tôi miền nam chào paky,nước việt nam là một",0.0
"thế cali là j v🗿,nước việt nam là một",0.0
"pa ke đạo đức giả . trước mặt không nói toàn chửi sau lưng,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"đi hà nội mua đồ giọng saigon auto x3 giá.😳,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"mình cũng chưa bao h kỳ thị vùng miền 😳 mình chỉ nói parky và họ chửi mình,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"chưa bg pbvm, t thấy chỉ trên top top mới pb thôi,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"sao lại ra parky chi vậy em,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"ngoài này thì kệ thôi. hơi đâu pbvm. có trong đấy pbvm,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"tôi miễn là con người thì ai cũng như ai,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"sao k có tui đã trải nghiệm ngoài đó rồi…nhiều người ghét luôn đã số là người lớn tuổi ngoài đó,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"tôi người bắc. tôi mà gặp người nam nào ở ngoài bắc chắc chắn tôi sẽ mời cafe hoặc bia. đơn giản là tôi quý họ,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"đâu phải đi đâu xa em thấy video nào của tiktok toàn thấy mn cmt parky,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"t thì hay vào nam, thấy mn pbvm hơn mb nhiều. nhiều khi kiểu thành bịa chuyện, chứ chưa từng trải qua bao h, ng này nghe ng kia kể, ko còn đúng nữa.,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"mình quê thái nguyên có sốg và làm việc ở bình phước và được đi chơi vài tỉnh miền tây nhưng chưa bị pbvm bao giờ luôn á 🥰,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"t học ngoài hanoi 5 năm chính xác mà nói họ chẳng qtam đâu mình là ai, ở đâu đâu, ngta cũng chẳng đề tới việc mn như nào có phân biệt thì chắc có.....,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"cá nhân mình. 1 năm ở cần thơ. 2 năm ở sg cũng chưa bị ai phân biệt vùng miền 😁,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"sao e vào miền nam thì lại bị pbvm ý chị,với cả e là người miền núi nên họ cứ khịa khịa e,em thuộc hướng nội nên em có làm gì họ đâu mà họ lại như vậy,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"người miền nam yêu vãi. trước sinh viên đi làm thêm ở quán bia. gặp mấy anh miền nam auto đc tip 50-100. mình là nam nhé,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"mình người bắc vô nam nhiều lúc xuống miền tây chơi ngta biết người bắc, nên không thích mình luôn,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"mình ở bắc. thỉnh thoảng gặp người nam thích cực. thích nghe giọng họ. vì ở đây ít người nam,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"nói thật là không bao giờ người bắc phân biệt vùng miền khi người nam ra bắc chỉ có ngược lại thôi.,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"c ra bắc, thấy người miền nam ra họ rất quý nhe, mẹ c bệnh nằm cả tháng ở bv lc nghe c nói giọng nam mà ở bv ai cũng giúp rất nhiệt tình,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"nhưng mà phồng tôm này mua ngoài siêu thị về cx nấu đk ạ cj,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"người bắc cực quý ng nam nha,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"hỏi đường cũng tốn tiền,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"nấu canh gì trông ngon thế,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"hàng xóm có cô dâu miền nam nghe giọng nhẹ hay lắm á chả bù mình,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"nói thiệt tui ng nam nhưg ở lâm đồng k hẳn miền tây nyc tui g bắc nhà ổg nghe giọng tui là k chịu luôn nên h thành nyc😂,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"t cũng chưa hiểu tại sao nói từ parky là pbvm😳, nk trungk tayk thì ko phải,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"giọng ấm thế bạn 🥰,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"parky,trải nghiệm của mình về pbvm khi ra bắc. mọi người có chia sẻ gì về chủ đề này không?",0.0
"bạn đang tìm kiếm bộ loa và tai nghe với âm thanh sống động, đồng hồ thông minh và phụ kiện công nghệ xịn sò cho cuộc sống hiện đại? hãy đến với hubbtronix – nơi hội tụ những sản phẩm chất lượng cao với giá siêu hấp dẫn! đừng bỏ lỡ loạt sản phẩm đỉnh cao đang giảm giá sốc tại: 🛒 https://s.shopee.vn/4fixxrxn62 🌐https://hubbtronix.com/?bwaf=16662,w6z99suxnqy",0.0
"mắt anh sáng, dáng anh hiền nụ cười tỏa nắng mang tiền cho tôi quyết còi mặt quắt tai dơi gom tiền té trước, cuộc chơi đã tà,w6z99suxnqy",0.0
"cười chưa xong a quyết đã về đời rồi 😂,w6z99suxnqy",0.0
"nói đi nói lại: mấy chiêu trò này phương tây nó chơi biết bao nhiêu năm, bao nhiêu biện pháp được phương tây áp dụng vào. nhưng những quốc gia đi theo đâu có áp dụng, đâu có rút kinh nghiệm, tại sao, tại họ đang cầm chuôi dao rồi. không sợ bạn giàu, chỉ sợ bạn chưa đủ giàu thôi,w6z99suxnqy",0.0
"thằng quyết này phải tử hình chứ 7 năm là quá bất bình so với nhiều vụ khác,ko có răn đe rồi.,w6z99suxnqy",0.0
"giờ nhiều thằng muốn được như ông mà ko được rồi tu về hương thu thôi,w6z99suxnqy",0.0
"bạn dùng từ rất đúng tâm lý bầy đàn,w6z99suxnqy",0.0
"vin 😂,w6z99suxnqy",0.0
"người tài thường có nối đi riêng,w6z99suxnqy",0.0
"bay 40triệu với con flc 20triệu với con ros 😅 k đu theo anh kịp anh xả cho vỡ mồm,w6z99suxnqy",0.0
"anh tao đó 😂,w6z99suxnqy",0.0
"sau một thời gian tương đối tham gia thị trường chứng khoán, tất nhiên tôi vẫn chỉ là ""trứng mới nở"" chứ chưa thể thành ""gà"" hay thành ""cáo"". nhưng với tôi thì thị trường chứng khoán trong nước bản chất như cá cược chẵn lẻ được hợp pháp hoá vậy, yếu tố kinh tế, chính trị, thời sự bên ngoài chỉ là chút ""gia vị"" thôi. hãy đủ tỉnh táo để nhận biết nguy cơ và cơ hội, và chứng khoán cũng chỉ là cuộc chơi, lao động mới là con đường vững chắc để cải thiện cuộc sống.,w6z99suxnqy",0.0
"sợ nhỉ, 1 tay che trời bao nhiêu năm,w6z99suxnqy",0.0
"trong đó có tôi nữa, làm ăn tệ thật chứ hi! đúng là quá nhanh quá nguy hiểm là có thật.,w6z99suxnqy",0.0
"sắp tái xuất,w6z99suxnqy",0.0
"ở đâu chả làm giá, có lộ liễu hay k thôi,w6z99suxnqy",0.0
