name,comment
Anh Huy Ngô, "Ở ta sao ko tinh gọn còn 1 tờ báo nhỉ ? Cho đỡ tốn ngân sách kkk"
Phạm Tuân, "Làm sai thì sửa. Dân làm sai có sửa không hay bắt vô tù"
Đỗ Điệu, "Báo viết câu sai thì sửa chuyện xưa rồi là thấy bố đời rồi đó."
Nhien An, "Báo VN giống hệt báo của Trung Quốc , tất cả tin bài đều phải viết theo chỉ đạo ,ko có lối đi riêng ."
nay thảo, "Cảm ơn người đã nói thay cho suy nghĩ của đa số người đang chán trở mà không có khả năng diễn đạt nhưng luôn bị hăm dọa quy chụp để bắt bớ."
Thái Lê, "Người ta kiện là có cơ sở, mấy ông mấy bà ghen ăn tức ở bịa chuyện bêu xấu doanh nghiệp người ta giờ lại nhân danh "Tiếng nói người dân" 😂😂. Đừng bao giờ đánh tráo khái niệm hòng kích động, có kích thì kích được một số người lớp già thời cũ còn sót lại thôi, chứ lớp trẻ Việt Nam giờ họ yêu nước lắm! Đừng cố quá coi chừng lại quá cố 🤣🤣"
Tiger Huy, "Thế mọi người ko thấy ca mua xe,súng rồi cả ngựa,chó để làm gì? cho Nhân Dân ngắm à,sai rồi"
Trần Trí Thông, "Các nước họ khác nhé. Bên họ dân được chọn đảng lãnh đạo theo kỳ hạn, có hệ thống kiểm soát kiềm chế nhau."
Đinh Công Đức, "Vin rúp sở hữu cả BCA rồi 😰"
Nguyễn Thiện Thành, "Vẫn còn đang tuyển quân mà, lực lượng còn mỏng lắm."
Cá Heo Xanh, "Ai cũng biết nhưng ai nào dám nói…."
Anhnam Nguyen, "Sẽ đổi tên thành CA chế độ"
Phan Hoạt, "Tổng bí thư đã nói Công an nhân dân- còn đảng còn mình, các ông đừng giọng điệu xuyên tạc lực lượng nữa. Nhưng tôi cũng không hiểu chữ nhân dân có ý nghĩa gì trong tên của lực lượng."
Minh Chau Tran, "Bài viết rất đúng!"
Sbc Cari, "Viết lỡ tay trên faybook cái là bị gồng đầu ngay. Còn tụi nó viết cả tập. Có sao đâu. Trò. Mèo"
Huỳnh Kim Oanh, "Công an để bảo vệ chính quyền. Chuyện này người dân nào cũng biết mà!"
Anh Ngo, "Tôi chỉ muốn nói với nhà báo nếu không giám nói nên sự thật vì ông lo bà kia thì cũng đừng nói sai chỗ người dân vì người không có quyền muốn nhà báo tất nghiên cũng nhiều nhà báo biết những không giám viết bài gọi tắt là không đủ thẩm quyền"
Huucong Lồng Gáy, "Ở Việt Nam Công Lý chỉ là diễn viên hài"
Lê Phước Hưng, "Đảng bảo báo dân sai 1 thì viết 10 còn cán bộ doanh nghiệp lớn sai 100 thì viết ko cùng một bọn nhau mà ở ta đâu có công lý như các nước đâu"
Phạm Đông, "Bảo vệ doanh nghiệp mới được tham nhũng còn bảo vệ dân thì không được gì"
Viết Thảo, "Doanh nghiệp, quan sai thì sửa- Dân sai thì xử theo pháp luật- Dân đóng thuế nuôi báo cô"
Hoang Hoang, "Dạo này thế lực thù địch nhiều quá nhỉ, đi đâu cũng thấy thế lực thù địch."
Vu Tri, "các anh sống sao mà mỗi lần có anh hi sinh người dân lại nói bớt thằng nào hay thằng đó"
Harman Kardon, "Xe Vin ghẻ kiện với cáo.Dân có ai thèm mua đâu"
Phuong Nguyen, "Thế câu " tự hoàn thiện " thì để cho chó gặm à ?."
Quỳnh Lưu, "Chuẩn luôn 👌👌👌"
Hung Phi Duong, "Không nên đọc báo cand vì viết không trung thực"
Sa Nguyen, "Bảo kê doanh nghiệp...kakaka"
Phạm Tuấn, "Báo nghành nào phải bảo vệ cho nghành đó!"
Vu Thanh Tuan, "Đồng quan điểm, chữ Công An Nhân Dân , chứ ko phải Công An Doanh Nghiệp"
Kiet Pham, "biet vay ai ai van mua xe va mua đat vay . biết mà con nhai vo tai ai tai minh trách ai"
Huỳnh Thanh Hải, "Báo Việt Nam nhìn con dê thành con chim"
Nguyen Dung, "Báo CAND nhưng mà Kho Bạc Nhà Nước"
Sam Nguyen, "Nói hoaih, nói mãi...mệt quá các bác ơi...ở xứ sở thần tiên thì phải chấp nhận thôi..!"
Phạm Văn Tùng, "Cương nó bự zữ thần"
Thắng Việt Võ, "Khi mà sự bức xúc lên đỉnh điểm"
Phạm Đăng Khôi, "Bảo vệ doanh nghiệp mới kiếm ăn dc.Bảo vệ dân lấy gì ăn kakaka.Có lẽ tụi đầu đất nó nghĩ vậy á"
Nam Pham, "Bài viết hay"
Đinh Công Bằng, "Báo 1 tổng biên tập"
Thanh Sang Nguyen, "sang đức mà sống đi con"
Duc Tuan Tran, "Đăng tin không đúng sai sự thật thì xin sửa sai là song làm gì phải kiện tụng cho mất thời gian...."
