name,comment
Author, "Insight mất lòng"
Juan Ming Chung, "Sang Cam thử xem, nghe nói ai họ cũng chích điện như nhau ít khi có phân biệt lắm :)))"
River Nguyễn, "Sẽ không bao giờ có sự phân biệt chủng tộc nếu chúng ta ghét tất cả mọi người như nhau"
Nguyễn Thị Xuân Hiền, "Sang cam thử coi , ở cam bao quý người"
Vũ Hải Dương, "Ở vn cx vậy mà :))"
Mạnh Quân, "Không có vùng cấm à :)))"
Dư Thị Thảo, "Sao bọn bây viết tiếng Việt sõi thế ???"
Hồng Đậu, "Sang VN đi, ct chả ghét ai cả"
Trương Hữu Quyết, "Hoặc qua Việt Nam, ở đây bọn tôi quý tất cả ngang nhau, trừ anh em Cuba và Lào, với chúng tôi họ còn hơn cả anh em"
Võ Huỳnh Bảo Trân, "Khổ thân chưa :)))) Nguyễn Thành Triển Lãm"
Võ Kỳ Duyên, "Ở biên giới"
Ngân Lâm, "Lê Hoàng Lan thấy giống bộ nào ko ní :)))"
Huyền Trang, "Trân Nguyen. :))) thật sự"
Nguyễn Quang Huy, "Hoan nghênh qua VN cải thiện nòi giống nhé :))"
Linh Thuỳ, "Hương Giang Văn"
Ngọc Ánh, "Châu Châu đừng có z nha =)))"
Phan Anh, "Khi không còn chủng tộc nào thì sẽ ko phân biệt chủng tộc"
Linh Nguyễn, "sang cam đê 😆 cam có lẽ đc chích điện như nhao thoai"
Bùi Thế, "Cô chú anh chị làm Phước giúp bố hoàn cảnh của bố con em với ạ, em cảm ơn"
Ngọc Cầm, "Tất cả đều ghéc nhau Thư Trương Khánh Quỳnh"
Bảo Khánh, "Bảo Ngọc Trần Thanh =))))"
Nhật Minh, "tổng hợp từ post, cmt của ad thì"
Dung Hoang, "Khánh Linh"
Hoàng Hân, "Huy Nguyen"
Mai Trinh, "Mai Thanh"
Phan Ngoc Thao, "Ivy Blue"
Thuy Nguyen, "Phuong Bui"
Phuong Dung Nguyen, "Mai Thuu cười v"
Trần Minh Quang, "Mài ở Nga đi. Bọn Hàn nó bẩn tính lắm"
Jasmine Nguyen, "Thieng Tang"
Nhi Huỳnh, "Quỳnh Lan"
Lucas Võ, "ở 🇺🇸 đ sợ bố con thằng nào, láo nháo vác 🔫 ra cỏ lúa bằng nhau hết"
Nguyễn Nhật Ánh, "Sang cam thử coi, ở bển giữ người dữ lắm chứ kh đuổi"
Hoang Anh, "Huong Ly Nguyen gì cũng chửi nữa =))"
Lê Nguyễn Thu Trang, "Thật chưa Kiều Dũng"
Hà Trang, "Phạm Thảo Oanh đã bảo mà"
ĐÌNH HOÀNG, "Ng hàn sống ở Nga than thở trên thờ rét city = tiếng Việt, dùng từ viết tắt và cách chửi như có gốc ở Việt:)))))"
Tien Le, "ng hàn viết tiếng việt"
Panadolce Chan, "Về VN sống là phẻ re luôn"
Tú Linh, "Sang VN mà nhớ học TV thật giỏi vào là m sẽ ko muốn về nước nào đâu"
Nguyễn Minh, "Bọn tôi gọi đó là bình đẳng"
Lê Hoàng Đức, "HUY UT5K"
Mai Huyền Trang, "Hong Ngoc :)))) quốc gia cọc cằn à"
Leslie Hà, "Trần Vũ Vương đúng k"
Kim Cúc, "M nên bị điếc. Chứ còn nghe còn để ý thì m ở đâu cũng ko yên"
Phuong Anh, "Hoàng Hà Lê confirm?"
Thiên An An, "Hà Ngân e sang Pháp vậy chứ nhìn ai cx ngứa mắt"
An Yên, "Đỗ Yến Phương thiệt hả bro 😂😂"
Cẩm Ly, "https://qq8806.com/khuyenmaiqq88 trúng siêu xe tỷ đồng"
An Hoàng Văn, "https://fly88.uk tham giaHoàng Việt Hùng"
Lâm Hải Anh, "Doan Khoa ☺️🖕🏻"
Nguyễn Hà Lan Anh, "Thủy Tiên Ngọc Diễm Trần Trang"
Hà Phương Thảo, "Thành Trần"
Huy Anh Hoà, "Minh Quang"
Hương Mén, "Vũ Cầm Thảo Trang"
Thúy Nga, "Tuấn Vũ"
Tường Vyb, "=)))"
Tép Là Tui, "Cáo Cáo"
Trà My Lê, "Dieu Ngoc"
黄婴儿, "🤣🤣🤣🤣🤣🤣"
Que Ha Linh, "Minh Thư"
Gia Vỹ, "Bảo Uyên"
Thiên Ý, "Lê Gia Thịnh"
Tran Nhung, "Thd HienDuc Anh😛😛😛"
Nguyễn Liêu Phi Luật, "Qua Việt Nam thì chúng tôi không phân biệt người nước ngoài đâu. Chúng tôi phân biệt chúng tôi. Mà giờ khoan hãy qua vì đang đoàn kết chống bão lũ rồi. Nào yên bình chia phe chửi nhau tiếp."
