name,comment
Syshius Hussein, "bọn của nợ này bú fame game Phở anh Hai, làm bẩn game vl"
Hoàng Phạm, "Thành phố của những chú chó, nhưng mà t đang hiểu theo nghĩa khác :)))"
Vũ Xcx, "Vcl vô page đó còn có ng cmt “Tôi yêu *sr*al “"
Con Vịt Thọt, "Quán phở anh Hai ở số 10 Đan Phượng đã được hứa cho isnotreal từ 3000 năm trước à"
Croissant Ăn Tôi, "coi t tìm được cl gì nè??"
Vương Định Giang, "Chiến tranh là một hành vi bạo lực dùng để buộc đối phương phục tùng ý chí của mình, là sự huy động sức mạnh không hạn độ đến tột cùng của các bên tham chiến. Đó không phải là sự tác động của một lực lượng sống vào lực lượng chết mà là sự xung đột quyết liệt giữa hai lực lượng sống. Vì vậy, khi chưa đánh bại được kẻ địch thì lực lượng tham chiến phải bằng mọi phương cách tiếp tục triệt tiêu mọi nỗ lực chiến tranh của đối phương!"
Nguyen Hoanganh, "Vãi ln có cái page như thế luôn ?"
Huyen Nguyen, "Chẳng mấy nữa Ích 🐍 lại bảo game được “promised” từ 3k năm trước."
Học Hoàng, "Vcl chúng ta có Israel ở Việt Nam trước cả GTA 6"
Nguyen Dan, "Tuyển dlv ở VN thay vào"
Phillip Nguyễn, "Chó là vũ khí ok"
Tommy Nguyen, "cứ hễ israel lên bài là cả đống vô cắn 😆😆"
Martin Cerqueira, "đ ai hỏi tự nhiên trl?"
Nguyen Minh, "Mr. Gold: flop quá thì chèn hình anh vào"
Sơn Quang, "Lè nhà lè nhè"
Hồng Diễm, "Quá sốc"
Lê Văn Minh, ""Tel Aviv là thành phố của những chú chó". Ấy là chính mồm nó nói ra nhé"
Võ Dương Hào, "Mình cũng không thích gì Israel trong việc chiến tranh nhưng việc gì phải ra việc nấy. Việc quân đội dùng chó hay các loài động vật khác làm vũ khí, gián điệp, đưa thư,.... là quá bình thường. Thậm chí nhiều khi người ta còn cho nó ôm bom ra chỗ địch để kích nổ hay làm mầm mống gây bệnh. Đâu phải cái gì mình cũng lôi ra để nói được đâu. Quân đội thì cứ thấy vũ khí nào hiệu quả thì dùng"
Trần Quốc Tuấn Trung, "thế lực thù địch của vn như chúng mày nhiều vô số kể"
Tran Thuanloc, "Nỗ lực dân chủ hóa? More like nỗ lực phá hoại toàn diện nền kt Chile"
Sol O Saa, "vẫn 1 câu hỏi nghiêm túc và khoa học:"
Khá Bếu, "ủa thì liên quan gì??"
Sa Ya, "Mình thấy nhiều video 3,4 con chó tấn công 1 ngươi phụ nữ Palestine xem mà xót thương cho họ"
Đỗ Trần Thanh Hiền, "May be an image of text that says 'GPO X "We arethe are As long Aslengas Chosen-People! 38 the Chosen-P n-People! 6Tx BLBMC'"
Tạ Minh Đức, "Thai Pham Van nó tự nhận thủ đô nó toàn chó kìa"
Nikolai Malashenko, "Freedom Legion Dương Lency Ayarkins đến con chó cũng bị chính trị hoá, lol"
Bỏquênxácchếtanh Trong Lòvisóng, "Nguyên Khôi con chó cx bị chính trị hoá luôn này"
Nguyen Quoc Tuan, "Israel bất châp nhân phẩm đạo đức, như xịt nước bẩn vào nhà dân, đốt phá vườn olive, ngày 7/10 cho pháo vào cả người dân của họ để nâng số thương vong lên, vu khống hảm hiếp....để đạt mục đích là mở rộng lãnh thổ và chà đạp lên luật pháp quốc tế. Khổ nổi truyền thông của Họ và PT quá mạnh. Thậm chí giờ PT còn tung truyền thông vùng đất Chúa hứa cho họ."
Tử Đằng, "Toàn con đẻ của Mỹ. Kinh tởm"
Trần Đại Nghĩa, ""Tel Aviv thành phố của mấy con chó" ??!"
