"author","comment","title"
"4000tuan","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"arne_vvad","Ai đó là cháu của quan chức hiện kinh doanh đồng hồ cao cấp không cần đóng thuế vs 1 số ngành hàng khác và chúng nó kêu là ""chỉ cần là con cháu của người đó thì làm gì cũng được"" 🤣🤣 nói thật chứ cái tư duy nô bộc, thần quyền của dân VN nó ăn sâu vào thâm căn cố đế rồi. Có thế có nữa thì cũng mãi như vậy thôi","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"mnbv31597","Thôi ông im mẹ mồm đi! Ngta buôn bán chứ có nối nghiệp con ông cháu cha như Bush cha Bush con đâu mà ghen ăn tức ở! Kể cả ngta ko làm gì thì 110 triệu dân VN bọn tao (trừ mày ra) chẳng lẽ ko lo đc cho một vài người con cháu khai quốc công thần?!","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"linhh_29_04","Chả cảm nghĩ j cả. Nếu có thì là mình cũng phải cố để tham nhũng được nhiều như vậy. Sống cho mình trước đã 🤣 chính trực rồi cũng làm culi cho tham quan nó hút tủy","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"qunvd162","Nói chung tại không đớp được như chúng nó nên thấy ghen tị=)) chứ tầm doanh nghiệp lợi ích nhóm chung thì thấy bth","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"lavier781999","Biết khi ghen tị được đẩy lên cao nhất thì hệ quả là gì không :) P/s: làm cách mạng cũng là một cách để chỉ sự ghen tị đó :)","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"qunvd162","Thì cũng như 3 que thôi=))) người ngu đi làm cách mạng","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"lavier781999","3 que là gì?","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"duavamun","Sáng ra đã chơi đá rồi???","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"4000tuan","Ý bạn là vậy?","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"tellmewhaty0uwant","Ngáo","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"kimnguyen05021992","M có hình ảnh thì phải tung lên chứ nói mồm sao mà nghe đc?","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"4000tuan","Bạn nếu đã thấy thì có thể nêu cảm nghĩ, nếu chưa thấy thì có thể bỏ qua thôi.","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"kimnguyen05021992","Nghĩa là m đang nói nhưng ko có căn cứ?","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"4000tuan","Trong câu hỏi không có nghĩa vụ phải minh hoạ hay minh chứng cho điều được hỏi. Kiểu như câu hỏi ""Bạn cảm nghĩ gì khi được sống?""","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
"kimnguyen05021992","Là hỏi ngu ấy hả","Bạn cảm nghĩ gì khi nhìn những hình ảnh vui chơi của các bạn là con là cháu của những quan chức tham nhũng, tham ô, bòn rút tiền thuế, lũng đoạn chính sách của quốc gia...?"
