comment,label_id
"nhiều cty ở trong dồng nai không nhận người ở tỉnh nghệ_an hà_tĩnh thanh_hoá , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"nghệ_an vốn là nơi đất hc , h chặn luôn ước_mơ của hs du hc : ( , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"xưa thời cty nó không dám nhận nghệ_an thanh_hoá lun , miền nam , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"luôn tự_hào về người quảng_bình yêu _ thương , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"ê nha ê nha ê nha nũng _ nịu , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"doraemon nói lắm , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"luôn tự_hào là ng hà_tĩnh , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"tôi nghệ_an grinning _ face _ with _ smiling _ eyes smiling _ face _ with _ sunglasses khóc _ lớn khóc _ lớn , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"tại_sao vậy , nghệ_an là nơi bác_hồ sinh ra mà , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"ng tỉnh khác được như na chx nà , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"ô ô tui hà_tĩnh , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"cho t hỏi xem có bạn nào nhà không được khá_giả đi du_học mà không làm ngoài ko … . , đừng chửi người nghệ_an , hã tĩnh , quảng_bình khi xem video này",0.0
"thanh_hoá thì ai muốn sát_nhập nhẹ _ nhõm , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"huế tỉnh mà.lên tp bjo vậy , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"không nhập thằng hà_tĩnh một nữa nghệ_an một nữa quảng_bình cho nó có sân_bay , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"toàn mấy nơi không ai muốn gộp vào cười _ ra _ nước _ mắt , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"th ,_na , ht ... nghe là sợ rồi cười _ tươi_cười _ tươi_cười _ tươi , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"t thích nhập lại thành nghệ tĩnh như khi tê , tự_nhiên chia cách ae choa mci nạ , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"thành_phố huế tình_yêu của tôi ! , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
"tôi nghệ_an muốn nhập với hà_tĩnh để a e về một nhà , thanh_hoá , nghê an , hà_tĩnh , huế dự_kiến sẽ không sáp_nhập",0.0
